HourlyWindDirection,HourlyWindSpeed,PrevHourlyWindDirection,PrevHourlyWindSpeed,TimeOfDay,TimeOfYear
000,0,000,0,0.204861111111111,0.192342085235921
000,0,000,0,0.21875,0.192380136986301
000,0,000,0,0.232638888888889,0.192418188736682
000,0,000,0,0.246527777777778,0.192456240487062
130,3,000,0,0.260416666666667,0.192494292237443
000,0,130,3,0.274305555555556,0.192532343987823
000,0,000,0,0.288194444444444,0.192570395738204
000,0,000,0,0.302083333333333,0.192608447488584
000,0,000,0,0.315972222222222,0.192646499238965
000,0,000,0,0.329861111111111,0.192684550989346
000,0,000,0,0.34375,0.192722602739726
000,0,000,0,0.357638888888889,0.192760654490107
000,0,000,0,0.371527777777778,0.192798706240487
000,0,000,0,0.385416666666667,0.192836757990868
000,0,000,0,0.399305555555556,0.192874809741248
000,0,000,0,0.413194444444444,0.192912861491629
180,3,000,0,0.427083333333333,0.192950913242009
000,0,180,3,0.440972222222222,0.19298896499239
000,0,000,0,0.454861111111111,0.19302701674277
140,3,000,0,0.46875,0.193065068493151
170,5,140,3,0.482638888888889,0.193103120243531
190,5,170,5,0.496527777777778,0.193141171993912
180,7,190,5,0.510416666666667,0.193179223744292
170,5,180,7,0.524305555555556,0.193217275494673
190,5,170,5,0.538194444444444,0.193255327245053
170,5,190,5,0.552083333333333,0.193293378995434
000,0,170,5,0.565972222222222,0.193331430745814
000,0,000,0,0.579861111111111,0.193369482496195
000,0,000,0,0.59375,0.193407534246575
130,6,000,0,0.607638888888889,0.193445585996956
130,3,130,6,0.621527777777778,0.193483637747336
000,0,130,3,0.635416666666667,0.193521689497717
330,6,000,0,0.649305555555556,0.193559741248097
350,6,330,6,0.663194444444444,0.193597792998478
350,5,350,6,0.677083333333333,0.193635844748858
340,7,350,5,0.690972222222222,0.193673896499239
340,5,340,7,0.704861111111111,0.193711948249619
010,3,340,5,0.71875,0.19375
360,5,010,3,0.732638888888889,0.193788051750381
360,6,360,5,0.746527777777778,0.193826103500761
360,5,360,6,0.760416666666667,0.193864155251142
350,5,360,5,0.774305555555556,0.193902207001522
360,3,350,5,0.788194444444444,0.193940258751903
010,7,360,3,0.802083333333333,0.193978310502283
020,7,010,7,0.815972222222222,0.194016362252664
010,6,020,7,0.829861111111111,0.194054414003044
360,3,010,6,0.84375,0.194092465753425
020,6,360,3,0.857638888888889,0.194130517503805
010,5,020,6,0.871527777777778,0.194168569254186
350,3,010,5,0.885416666666667,0.194206621004566
350,5,350,3,0.899305555555556,0.194244672754947
330,7,350,5,0.913194444444444,0.194282724505327
320,6,330,7,0.927083333333333,0.194320776255708
330,7,320,6,0.940972222222222,0.194358828006088
360,5,330,7,0.954861111111111,0.194396879756469
350,9,360,5,0.96875,0.194434931506849
350,7,350,9,0.982638888888889,0.19447298325723
340,9,350,7,0.996527777777778,0.19451103500761
,,340,9,0.999305555555556,0.194518645357686
330,11,,,0.0104166666666667,0.194549086757991
340,9,330,11,0.0243055555555556,0.194587138508371
340,11,340,9,0.0381944444444444,0.194625190258752
350,9,340,11,0.0520833333333333,0.194663242009132
350,10,350,9,0.0659722222222222,0.194701293759513
350,10,350,10,0.0798611111111111,0.194739345509893
350,9,350,10,0.09375,0.194777397260274
360,7,350,9,0.107638888888889,0.194815449010654
360,7,360,7,0.121527777777778,0.194853500761035
350,7,360,7,0.135416666666667,0.194891552511416
340,11,350,7,0.149305555555556,0.194929604261796
340,11,340,11,0.163194444444444,0.194967656012177
340,11,340,11,0.177083333333333,0.195005707762557
360,9,340,11,0.190972222222222,0.195043759512938
350,10,360,9,0.204861111111111,0.195081811263318
360,11,350,10,0.21875,0.195119863013699
360,11,360,11,0.232638888888889,0.195157914764079
360,11,360,11,0.246527777777778,0.19519596651446
360,11,360,11,0.260416666666667,0.19523401826484
010,10,360,11,0.274305555555556,0.195272070015221
360,9,010,10,0.288194444444444,0.195310121765601
360,9,360,9,0.302083333333333,0.195348173515982
360,11,360,9,0.315972222222222,0.195386225266362
360,11,360,11,0.329861111111111,0.195424277016743
360,9,360,11,0.34375,0.195462328767123
360,11,360,9,0.357638888888889,0.195500380517504
360,10,360,11,0.371527777777778,0.195538432267884
010,14,360,10,0.385416666666667,0.195576484018265
010,14,010,14,0.399305555555556,0.195614535768645
360,11,010,14,0.413194444444444,0.195652587519026
360,13,360,11,0.427083333333333,0.195690639269406
010,13,360,13,0.440972222222222,0.195728691019787
360,11,010,13,0.454861111111111,0.195766742770167
010,11,360,11,0.46875,0.195804794520548
010,9,010,11,0.482638888888889,0.195842846270928
360,11,010,9,0.496527777777778,0.195880898021309
360,13,360,11,0.510416666666667,0.195918949771689
360,9,360,13,0.524305555555556,0.19595700152207
350,13,360,9,0.538194444444444,0.195995053272451
010,13,350,13,0.552083333333333,0.196033105022831
010,11,010,13,0.565972222222222,0.196071156773212
360,10,010,11,0.579861111111111,0.196109208523592
010,10,360,10,0.59375,0.196147260273973
360,9,010,10,0.607638888888889,0.196185312024353
360,9,360,9,0.621527777777778,0.196223363774734
360,8,360,9,0.635416666666667,0.196261415525114
360,9,360,8,0.649305555555556,0.196299467275495
010,10,360,9,0.663194444444444,0.196337519025875
360,8,010,10,0.677083333333333,0.196375570776256
360,8,360,8,0.690972222222222,0.196413622526636
350,9,360,8,0.704861111111111,0.196451674277017
350,10,350,9,0.71875,0.196489726027397
360,8,350,10,0.732638888888889,0.196527777777778
360,7,360,8,0.746527777777778,0.196565829528158
350,8,360,7,0.760416666666667,0.196603881278539
360,7,350,8,0.774305555555556,0.196641933028919
360,7,360,7,0.788194444444444,0.1966799847793
360,8,360,7,0.802083333333333,0.19671803652968
360,10,360,8,0.815972222222222,0.196756088280061
360,11,360,10,0.829861111111111,0.196794140030441
360,10,360,11,0.84375,0.196832191780822
010,9,360,10,0.857638888888889,0.196870243531202
360,7,010,9,0.871527777777778,0.196908295281583
360,8,360,7,0.885416666666667,0.196946347031963
360,7,360,8,0.899305555555556,0.196984398782344
360,6,360,7,0.913194444444444,0.197022450532725
360,6,360,6,0.927083333333333,0.197060502283105
350,8,360,6,0.940972222222222,0.197098554033486
360,7,350,8,0.954861111111111,0.197136605783866
350,9,360,7,0.96875,0.197174657534247
360,8,350,9,0.982638888888889,0.197212709284627
360,8,360,8,0.996527777777778,0.197250761035008
,,360,8,0.999305555555556,0.197258371385084
010,8,,,0.0104166666666667,0.197288812785388
360,6,010,8,0.0243055555555556,0.197326864535769
360,5,360,6,0.0381944444444444,0.197364916286149
010,7,360,5,0.0520833333333333,0.19740296803653
010,6,010,7,0.0659722222222222,0.19744101978691
360,6,010,6,0.0798611111111111,0.197479071537291
360,6,360,6,0.09375,0.197517123287671
360,7,360,6,0.107638888888889,0.197555175038052
010,6,360,7,0.121527777777778,0.197593226788432
350,7,010,6,0.135416666666667,0.197631278538813
360,8,350,7,0.149305555555556,0.197669330289193
010,7,360,8,0.163194444444444,0.197707382039574
010,8,010,7,0.177083333333333,0.197745433789954
010,7,010,8,0.190972222222222,0.197783485540335
010,7,010,7,0.204861111111111,0.197821537290715
020,8,010,7,0.21875,0.197859589041096
020,10,020,8,0.232638888888889,0.197897640791476
020,8,020,10,0.246527777777778,0.197935692541857
010,9,020,8,0.260416666666667,0.197973744292237
010,9,010,9,0.274305555555556,0.198011796042618
010,10,010,9,0.288194444444444,0.198049847792998
010,11,010,10,0.302083333333333,0.198087899543379
010,10,010,11,0.315972222222222,0.19812595129376
360,8,010,10,0.329861111111111,0.19816400304414
360,8,360,8,0.34375,0.198202054794521
010,11,360,8,0.357638888888889,0.198240106544901
360,11,010,11,0.371527777777778,0.198278158295282
020,10,360,11,0.385416666666667,0.198316210045662
010,10,020,10,0.399305555555556,0.198354261796043
360,9,010,10,0.413194444444444,0.198392313546423
360,11,360,9,0.427083333333333,0.198430365296804
360,10,360,11,0.440972222222222,0.198468417047184
360,11,360,10,0.454861111111111,0.198506468797565
010,10,360,11,0.46875,0.198544520547945
010,9,010,10,0.482638888888889,0.198582572298326
360,9,010,9,0.496527777777778,0.198620624048706
360,10,360,9,0.510416666666667,0.198658675799087
350,13,360,10,0.524305555555556,0.198696727549467
360,10,350,13,0.552083333333333,0.198772831050228
340,10,360,10,0.565972222222222,0.198810882800609
330,13,340,10,0.579861111111111,0.198848934550989
350,10,330,13,0.59375,0.19888698630137
350,8,350,10,0.607638888888889,0.19892503805175
340,18,350,8,0.621527777777778,0.198963089802131
330,13,340,18,0.635416666666667,0.199001141552511
330,11,330,13,0.649305555555556,0.199039193302892
330,13,330,11,0.663194444444444,0.199077245053272
300,16,330,13,0.677083333333333,0.199115296803653
310,13,300,16,0.690972222222222,0.199153348554033
310,9,310,13,0.704861111111111,0.199191400304414
310,9,310,9,0.71875,0.199229452054795
310,10,310,9,0.732638888888889,0.199267503805175
310,10,310,10,0.746527777777778,0.199305555555556
300,9,310,10,0.760416666666667,0.199343607305936
300,8,300,9,0.774305555555556,0.199381659056317
300,9,300,8,0.788194444444444,0.199419710806697
310,9,300,9,0.802083333333333,0.199457762557078
310,11,310,9,0.815972222222222,0.199495814307458
310,9,310,11,0.829861111111111,0.199533866057839
320,9,310,9,0.84375,0.199571917808219
330,9,320,9,0.857638888888889,0.1996099695586
330,10,330,9,0.871527777777778,0.19964802130898
330,9,330,10,0.885416666666667,0.199686073059361
320,10,330,9,0.899305555555556,0.199724124809741
320,7,320,10,0.913194444444444,0.199762176560122
330,7,320,7,0.927083333333333,0.199800228310502
340,8,330,7,0.940972222222222,0.199838280060883
350,6,340,8,0.954861111111111,0.199876331811263
340,7,350,6,0.96875,0.199914383561644
340,7,340,7,0.982638888888889,0.199952435312024
340,7,340,7,0.996527777777778,0.199990487062405
,,340,7,0.999305555555556,0.199998097412481
320,8,,,0.0104166666666667,0.200028538812785
330,8,320,8,0.0243055555555556,0.200066590563166
350,5,330,8,0.0381944444444444,0.200104642313546
350,8,350,5,0.0520833333333333,0.200142694063927
350,7,350,8,0.0659722222222222,0.200180745814307
330,8,350,7,0.0798611111111111,0.200218797564688
330,8,330,8,0.09375,0.200256849315068
330,7,330,8,0.107638888888889,0.200294901065449
320,7,330,7,0.121527777777778,0.20033295281583
330,8,320,7,0.135416666666667,0.20037100456621
320,7,330,8,0.149305555555556,0.200409056316591
310,10,320,7,0.163194444444444,0.200447108066971
320,10,310,10,0.177083333333333,0.200485159817352
320,9,320,10,0.190972222222222,0.200523211567732
320,10,320,9,0.204861111111111,0.200561263318113
320,8,320,10,0.21875,0.200599315068493
320,11,320,8,0.232638888888889,0.200637366818874
330,10,320,11,0.246527777777778,0.200675418569254
330,9,330,10,0.260416666666667,0.200713470319635
330,8,330,9,0.274305555555556,0.200751522070015
340,6,330,8,0.288194444444444,0.200789573820396
310,6,340,6,0.302083333333333,0.200827625570776
330,8,310,6,0.315972222222222,0.200865677321157
320,8,330,8,0.329861111111111,0.200903729071537
330,9,320,8,0.34375,0.200941780821918
320,10,330,9,0.357638888888889,0.200979832572298
330,10,320,10,0.371527777777778,0.201017884322679
330,9,330,10,0.385416666666667,0.201055936073059
330,8,330,9,0.399305555555556,0.20109398782344
310,10,330,8,0.413194444444444,0.20113203957382
320,11,310,10,0.427083333333333,0.201170091324201
330,11,320,11,0.440972222222222,0.201208143074581
320,9,330,11,0.454861111111111,0.201246194824962
310,11,320,9,0.46875,0.201284246575342
320,10,310,11,0.482638888888889,0.201322298325723
320,9,320,10,0.496527777777778,0.201360350076104
320,10,320,9,0.510416666666667,0.201398401826484
300,10,320,10,0.524305555555556,0.201436453576865
290,8,300,10,0.538194444444444,0.201474505327245
300,7,290,8,0.552083333333333,0.201512557077626
300,10,300,7,0.565972222222222,0.201550608828006
300,13,300,10,0.579861111111111,0.201588660578387
300,13,300,13,0.59375,0.201626712328767
310,13,300,13,0.607638888888889,0.201664764079148
290,14,310,13,0.621527777777778,0.201702815829528
320,14,290,14,0.635416666666667,0.201740867579909
300,14,320,14,0.649305555555556,0.201778919330289
300,16,300,14,0.663194444444444,0.20181697108067
300,17,300,16,0.677083333333333,0.20185502283105
300,16,300,17,0.690972222222222,0.201893074581431
300,14,300,16,0.704861111111111,0.201931126331811
310,13,300,14,0.71875,0.201969178082192
310,10,310,13,0.732638888888889,0.202007229832572
310,10,310,10,0.746527777777778,0.202045281582953
310,9,310,10,0.760416666666667,0.202083333333333
310,11,310,9,0.774305555555556,0.202121385083714
300,10,310,11,0.788194444444444,0.202159436834094
330,8,300,10,0.802083333333333,0.202197488584475
310,11,330,8,0.815972222222222,0.202235540334855
310,11,310,11,0.829861111111111,0.202273592085236
320,13,310,11,0.84375,0.202311643835616
320,15,320,13,0.857638888888889,0.202349695585997
310,13,320,15,0.871527777777778,0.202387747336377
320,10,310,13,0.885416666666667,0.202425799086758
320,13,320,10,0.899305555555556,0.202463850837138
320,11,320,13,0.913194444444444,0.202501902587519
310,11,320,11,0.927083333333333,0.2025399543379
300,14,310,11,0.940972222222222,0.20257800608828
310,14,300,14,0.954861111111111,0.202616057838661
310,14,310,14,0.96875,0.202654109589041
310,13,310,14,0.979166666666667,0.202682648401826
310,14,310,13,0.996527777777778,0.202730213089802
,,310,14,0.999305555555556,0.202737823439878
320,14,,,0.0104166666666667,0.202768264840183
320,15,320,14,0.0243055555555556,0.202806316590563
310,11,320,15,0.0381944444444444,0.202844368340944
320,10,310,11,0.0520833333333333,0.202882420091324
310,10,320,10,0.0659722222222222,0.202920471841705
310,13,310,10,0.0798611111111111,0.202958523592085
310,10,310,13,0.09375,0.202996575342466
310,10,310,10,0.107638888888889,0.203034627092846
310,9,310,10,0.121527777777778,0.203072678843227
310,9,310,9,0.135416666666667,0.203110730593607
310,9,310,9,0.149305555555556,0.203148782343988
300,9,310,9,0.163194444444444,0.203186834094368
310,8,300,9,0.177083333333333,0.203224885844749
310,8,310,8,0.190972222222222,0.203262937595129
310,8,310,8,0.204861111111111,0.20330098934551
310,9,310,8,0.21875,0.20333904109589
310,9,310,9,0.232638888888889,0.203377092846271
310,9,310,9,0.246527777777778,0.203415144596651
310,9,310,9,0.260416666666667,0.203453196347032
300,9,310,9,0.274305555555556,0.203491248097412
310,8,300,9,0.288194444444444,0.203529299847793
320,7,310,8,0.302083333333333,0.203567351598174
320,9,320,7,0.315972222222222,0.203605403348554
310,9,320,9,0.329861111111111,0.203643455098935
310,10,310,9,0.34375,0.203681506849315
320,9,310,10,0.357638888888889,0.203719558599696
320,8,320,9,0.371527777777778,0.203757610350076
310,8,320,8,0.385416666666667,0.203795662100457
320,10,310,8,0.399305555555556,0.203833713850837
310,8,320,10,0.413194444444444,0.203871765601218
310,8,310,8,0.427083333333333,0.203909817351598
310,8,310,8,0.440972222222222,0.203947869101979
310,9,310,8,0.454861111111111,0.203985920852359
310,8,310,9,0.46875,0.20402397260274
320,8,310,8,0.482638888888889,0.20406202435312
320,9,320,8,0.496527777777778,0.204100076103501
310,9,320,9,0.510416666666667,0.204138127853881
320,8,310,9,0.524305555555556,0.204176179604262
310,8,320,8,0.538194444444444,0.204214231354642
310,8,310,8,0.552083333333333,0.204252283105023
320,7,310,8,0.565972222222222,0.204290334855403
320,7,320,7,0.579861111111111,0.204328386605784
320,8,320,7,0.59375,0.204366438356164
320,9,320,8,0.607638888888889,0.204404490106545
320,8,320,9,0.621527777777778,0.204442541856925
320,9,320,8,0.635416666666667,0.204480593607306
310,9,320,9,0.649305555555556,0.204518645357686
310,8,310,9,0.663194444444444,0.204556697108067
310,6,310,8,0.677083333333333,0.204594748858448
320,7,310,6,0.690972222222222,0.204632800608828
310,7,320,7,0.704861111111111,0.204670852359209
320,7,310,7,0.71875,0.204708904109589
320,7,320,7,0.732638888888889,0.20474695585997
320,7,320,7,0.746527777777778,0.20478500761035
330,7,320,7,0.760416666666667,0.204823059360731
320,6,330,7,0.774305555555556,0.204861111111111
320,6,320,6,0.788194444444444,0.204899162861492
320,8,320,6,0.802083333333333,0.204937214611872
320,6,320,8,0.815972222222222,0.204975266362253
310,6,320,6,0.829861111111111,0.205013318112633
310,7,310,6,0.84375,0.205051369863014
330,7,310,7,0.857638888888889,0.205089421613394
340,7,330,7,0.871527777777778,0.205127473363775
330,6,340,7,0.885416666666667,0.205165525114155
320,5,330,6,0.899305555555556,0.205203576864536
340,3,320,5,0.913194444444444,0.205241628614916
320,3,340,3,0.927083333333333,0.205279680365297
320,5,320,3,0.940972222222222,0.205317732115677
320,3,320,5,0.954861111111111,0.205355783866058
310,6,320,3,0.96875,0.205393835616438
310,3,310,6,0.982638888888889,0.205431887366819
310,3,310,3,0.996527777777778,0.205469939117199
,,310,3,0.999305555555556,0.205477549467276
320,5,,,0.0104166666666667,0.20550799086758
320,7,320,5,0.0243055555555556,0.20554604261796
310,6,320,7,0.0381944444444444,0.205584094368341
310,7,310,6,0.0520833333333333,0.205622146118721
320,7,310,7,0.0659722222222222,0.205660197869102
320,8,320,7,0.0798611111111111,0.205698249619482
320,5,320,8,0.09375,0.205736301369863
320,6,320,5,0.107638888888889,0.205774353120244
310,6,320,6,0.121527777777778,0.205812404870624
320,8,310,6,0.135416666666667,0.205850456621005
330,8,320,8,0.149305555555556,0.205888508371385
330,7,330,8,0.163194444444444,0.205926560121766
330,9,330,7,0.177083333333333,0.205964611872146
340,7,330,9,0.190972222222222,0.206002663622527
330,6,340,7,0.204861111111111,0.206040715372907
330,8,330,6,0.21875,0.206078767123288
330,8,330,8,0.232638888888889,0.206116818873668
330,5,330,8,0.246527777777778,0.206154870624049
320,3,330,5,0.260416666666667,0.206192922374429
310,7,320,3,0.274305555555556,0.20623097412481
320,7,310,7,0.288194444444444,0.20626902587519
330,6,320,7,0.302083333333333,0.206307077625571
330,8,330,6,0.315972222222222,0.206345129375951
350,3,330,8,0.329861111111111,0.206383181126332
340,8,350,3,0.34375,0.206421232876712
330,9,340,8,0.357638888888889,0.206459284627093
330,8,330,9,0.371527777777778,0.206497336377473
330,8,330,8,0.385416666666667,0.206535388127854
320,7,330,8,0.399305555555556,0.206573439878234
330,9,320,7,0.413194444444444,0.206611491628615
340,6,330,9,0.427083333333333,0.206649543378995
310,7,340,6,0.440972222222222,0.206687595129376
320,7,310,7,0.454861111111111,0.206725646879756
340,8,320,7,0.46875,0.206763698630137
330,6,340,8,0.482638888888889,0.206801750380518
330,8,330,6,0.496527777777778,0.206839802130898
350,9,330,8,0.510416666666667,0.206877853881279
340,9,350,9,0.524305555555556,0.206915905631659
340,9,340,9,0.538194444444444,0.20695395738204
330,8,340,9,0.552083333333333,0.20699200913242
340,5,330,8,0.565972222222222,0.207030060882801
340,7,340,5,0.579861111111111,0.207068112633181
360,3,340,7,0.59375,0.207106164383562
000,0,360,3,0.607638888888889,0.207144216133942
300,5,000,0,0.621527777777778,0.207182267884323
290,5,300,5,0.635416666666667,0.207220319634703
260,5,290,5,0.649305555555556,0.207258371385084
280,6,260,5,0.663194444444444,0.207296423135464
280,7,280,6,0.677083333333333,0.207334474885845
270,8,280,7,0.690972222222222,0.207372526636225
280,8,270,8,0.704861111111111,0.207410578386606
290,9,280,8,0.71875,0.207448630136986
290,9,290,9,0.732638888888889,0.207486681887367
280,7,290,9,0.746527777777778,0.207524733637747
270,9,280,7,0.760416666666667,0.207562785388128
280,8,270,9,0.774305555555556,0.207600837138508
270,6,280,8,0.788194444444444,0.207638888888889
270,7,270,6,0.802083333333333,0.207676940639269
270,6,270,7,0.815972222222222,0.20771499238965
270,7,270,6,0.829861111111111,0.20775304414003
260,5,270,7,0.84375,0.207791095890411
260,3,260,5,0.857638888888889,0.207829147640791
000,0,260,3,0.871527777777778,0.207867199391172
210,5,000,0,0.885416666666667,0.207905251141553
210,3,210,5,0.899305555555556,0.207943302891933
210,5,210,3,0.913194444444444,0.207981354642314
220,5,210,5,0.927083333333333,0.208019406392694
230,6,220,5,0.940972222222222,0.208057458143075
220,6,230,6,0.954861111111111,0.208095509893455
220,7,220,6,0.96875,0.208133561643836
230,7,220,7,0.982638888888889,0.208171613394216
230,6,230,7,0.996527777777778,0.208209665144597
,,230,6,0.999305555555556,0.208217275494673
240,6,,,0.0104166666666667,0.208247716894977
240,5,240,6,0.0243055555555556,0.208285768645358
230,3,240,5,0.0381944444444444,0.208323820395738
220,3,230,3,0.0520833333333333,0.208361872146119
210,5,220,3,0.0659722222222222,0.208399923896499
200,5,210,5,0.0798611111111111,0.20843797564688
000,0,200,5,0.09375,0.20847602739726
220,3,000,0,0.107638888888889,0.208514079147641
210,5,220,3,0.121527777777778,0.208552130898021
200,5,210,5,0.135416666666667,0.208590182648402
210,5,200,5,0.149305555555556,0.208628234398782
220,6,210,5,0.163194444444444,0.208666286149163
230,3,220,6,0.177083333333333,0.208704337899543
220,6,230,3,0.190972222222222,0.208742389649924
220,7,220,6,0.204861111111111,0.208780441400304
240,6,220,7,0.21875,0.208818493150685
230,7,240,6,0.232638888888889,0.208856544901065
220,7,230,7,0.246527777777778,0.208894596651446
230,6,220,7,0.260416666666667,0.208932648401826
230,5,230,6,0.274305555555556,0.208970700152207
240,7,230,5,0.288194444444444,0.209008751902588
240,6,240,7,0.302083333333333,0.209046803652968
240,7,240,6,0.315972222222222,0.209084855403349
240,7,240,7,0.329861111111111,0.209122907153729
240,9,240,7,0.34375,0.20916095890411
240,8,240,9,0.357638888888889,0.20919901065449
250,8,240,8,0.371527777777778,0.209237062404871
250,11,250,8,0.385416666666667,0.209275114155251
270,8,250,11,0.399305555555556,0.209313165905632
280,8,270,8,0.413194444444444,0.209351217656012
270,6,280,8,0.427083333333333,0.209389269406393
300,6,270,6,0.440972222222222,0.209427321156773
270,3,300,6,0.454861111111111,0.209465372907154
240,3,270,3,0.46875,0.209503424657534
000,0,240,3,0.482638888888889,0.209541476407915
210,8,000,0,0.496527777777778,0.209579528158295
230,6,210,8,0.510416666666667,0.209617579908676
210,6,230,6,0.524305555555556,0.209655631659056
220,9,210,6,0.538194444444444,0.209693683409437
200,7,220,9,0.552083333333333,0.209731735159817
210,6,200,7,0.565972222222222,0.209769786910198
200,6,210,6,0.579861111111111,0.209807838660578
240,5,200,6,0.59375,0.209845890410959
200,6,240,5,0.607638888888889,0.209883942161339
220,7,200,6,0.621527777777778,0.20992199391172
260,6,220,7,0.635416666666667,0.2099600456621
230,6,260,6,0.649305555555556,0.209998097412481
260,6,230,6,0.663194444444444,0.210036149162861
240,5,260,6,0.677083333333333,0.210074200913242
000,0,240,5,0.690972222222222,0.210112252663623
230,6,000,0,0.704861111111111,0.210150304414003
210,6,230,6,0.71875,0.210188356164384
220,6,210,6,0.732638888888889,0.210226407914764
230,3,220,6,0.746527777777778,0.210264459665145
260,3,230,3,0.760416666666667,0.210302511415525
260,3,260,3,0.774305555555556,0.210340563165906
260,3,260,3,0.788194444444444,0.210378614916286
280,5,260,3,0.802083333333333,0.210416666666667
290,5,280,5,0.815972222222222,0.210454718417047
000,0,290,5,0.829861111111111,0.210492770167428
290,3,000,0,0.84375,0.210530821917808
000,0,290,3,0.857638888888889,0.210568873668189
000,0,000,0,0.871527777777778,0.210606925418569
250,3,000,0,0.885416666666667,0.21064497716895
250,5,250,3,0.899305555555556,0.21068302891933
270,5,250,5,0.913194444444444,0.210721080669711
300,16,270,5,0.927083333333333,0.210759132420091
330,14,300,16,0.940972222222222,0.210797184170472
340,13,330,14,0.954861111111111,0.210835235920852
330,10,340,13,0.96875,0.210873287671233
320,11,330,10,0.982638888888889,0.210911339421613
320,13,320,11,0.996527777777778,0.210949391171994
,,320,13,0.999305555555556,0.21095700152207
320,10,,,0.0104166666666667,0.210987442922374
320,13,320,10,0.0243055555555556,0.211025494672755
320,13,320,13,0.0381944444444444,0.211063546423135
310,15,320,13,0.0520833333333333,0.211101598173516
310,15,310,15,0.0659722222222222,0.211139649923896
320,14,310,15,0.0798611111111111,0.211177701674277
330,13,320,14,0.09375,0.211215753424658
310,9,330,13,0.107638888888889,0.211253805175038
320,16,310,9,0.121527777777778,0.211291856925419
320,16,320,16,0.135416666666667,0.211329908675799
320,14,320,16,0.149305555555556,0.21136796042618
330,13,320,14,0.163194444444444,0.21140601217656
310,14,330,13,0.177083333333333,0.211444063926941
320,11,310,14,0.190972222222222,0.211482115677321
320,17,320,11,0.204861111111111,0.211520167427702
320,14,320,17,0.21875,0.211558219178082
320,18,320,14,0.232638888888889,0.211596270928463
310,17,320,18,0.246527777777778,0.211634322678843
320,13,310,17,0.260416666666667,0.211672374429224
320,15,320,13,0.274305555555556,0.211710426179604
320,16,320,15,0.288194444444444,0.211748477929985
320,13,320,16,0.302083333333333,0.211786529680365
340,18,320,13,0.315972222222222,0.211824581430746
320,17,340,18,0.329861111111111,0.211862633181126
330,18,320,17,0.34375,0.211900684931507
320,13,330,18,0.357638888888889,0.211938736681887
340,17,320,13,0.371527777777778,0.211976788432268
330,14,340,17,0.385416666666667,0.212014840182648
340,18,330,14,0.399305555555556,0.212052891933029
330,18,340,18,0.413194444444444,0.212090943683409
340,17,330,18,0.427083333333333,0.21212899543379
330,18,340,17,0.440972222222222,0.21216704718417
330,16,330,18,0.454861111111111,0.212205098934551
340,21,330,16,0.46875,0.212243150684932
330,13,340,21,0.482638888888889,0.212281202435312
340,14,330,13,0.496527777777778,0.212319254185693
340,18,340,14,0.510416666666667,0.212357305936073
330,17,340,18,0.524305555555556,0.212395357686454
340,16,330,17,0.538194444444444,0.212433409436834
340,16,340,16,0.552083333333333,0.212471461187215
350,14,340,16,0.565972222222222,0.212509512937595
350,15,350,14,0.579861111111111,0.212547564687976
350,11,350,15,0.59375,0.212585616438356
350,14,350,11,0.607638888888889,0.212623668188737
350,10,350,14,0.621527777777778,0.212661719939117
350,13,350,10,0.635416666666667,0.212699771689498
350,11,350,13,0.649305555555556,0.212737823439878
360,10,350,11,0.663194444444444,0.212775875190259
360,10,360,10,0.677083333333333,0.212813926940639
350,9,360,10,0.690972222222222,0.21285197869102
350,15,350,9,0.704861111111111,0.2128900304414
340,15,350,15,0.71875,0.212928082191781
350,13,340,15,0.732638888888889,0.212966133942161
350,11,350,13,0.746527777777778,0.213004185692542
360,9,350,11,0.760416666666667,0.213042237442922
360,13,360,9,0.774305555555556,0.213080289193303
360,11,360,13,0.788194444444444,0.213118340943683
350,10,360,11,0.802083333333333,0.213156392694064
350,9,350,10,0.815972222222222,0.213194444444444
350,9,350,9,0.829861111111111,0.213232496194825
350,10,350,9,0.84375,0.213270547945205
340,13,350,10,0.857638888888889,0.213308599695586
350,11,340,13,0.871527777777778,0.213346651445967
340,13,350,11,0.885416666666667,0.213384703196347
350,8,340,13,0.899305555555556,0.213422754946728
350,9,350,8,0.913194444444444,0.213460806697108
350,11,350,9,0.927083333333333,0.213498858447489
360,9,350,11,0.940972222222222,0.213536910197869
350,9,360,9,0.954861111111111,0.21357496194825
360,9,350,9,0.96875,0.21361301369863
360,10,360,9,0.982638888888889,0.213651065449011
360,8,360,10,0.996527777777778,0.213689117199391
,,360,8,0.999305555555556,0.213696727549467
360,8,,,0.0104166666666667,0.213727168949772
360,9,360,8,0.0243055555555556,0.213765220700152
360,7,360,9,0.0381944444444444,0.213803272450533
350,8,360,7,0.0520833333333333,0.213841324200913
350,8,350,8,0.0659722222222222,0.213879375951294
350,10,350,8,0.0798611111111111,0.213917427701674
360,9,350,10,0.09375,0.213955479452055
360,10,360,9,0.107638888888889,0.213993531202435
360,9,360,10,0.121527777777778,0.214031582952816
360,10,360,9,0.135416666666667,0.214069634703196
010,11,360,10,0.149305555555556,0.214107686453577
360,11,010,11,0.163194444444444,0.214145738203957
360,10,360,11,0.177083333333333,0.214183789954338
360,10,360,10,0.190972222222222,0.214221841704718
360,7,360,10,0.204861111111111,0.214259893455099
360,8,360,7,0.21875,0.214297945205479
360,9,360,8,0.232638888888889,0.21433599695586
360,9,360,9,0.246527777777778,0.21437404870624
360,9,360,9,0.260416666666667,0.214412100456621
