HourlyWindDirection,HourlyWindSpeed,PrevHourlyWindDirection,PrevHourlyWindSpeed,TimeOfDay,TimeOfYear
310,10,310,10,0.71875,0.0211472602739726
310,8,310,10,0.732638888888889,0.0211853120243531
320,9,310,8,0.746527777777778,0.0212233637747336
310,8,320,9,0.760416666666667,0.0212614155251142
310,10,310,8,0.774305555555556,0.0212994672754947
320,11,310,10,0.788194444444444,0.0213375190258752
310,13,320,11,0.802083333333333,0.0213755707762557
320,10,310,13,0.815972222222222,0.0214136225266362
320,9,320,10,0.829861111111111,0.0214516742770167
320,9,320,9,0.84375,0.0214897260273973
320,7,320,9,0.857638888888889,0.0215277777777778
310,6,320,7,0.871527777777778,0.0215658295281583
320,7,310,6,0.885416666666667,0.0216038812785388
320,3,320,7,0.899305555555556,0.0216419330289193
320,6,320,3,0.913194444444444,0.0216799847792998
320,8,320,6,0.927083333333333,0.0217180365296804
320,7,320,8,0.940972222222222,0.0217560882800609
320,7,320,7,0.954861111111111,0.0217941400304414
320,6,320,7,0.96875,0.0218321917808219
330,6,320,6,0.982638888888889,0.0218702435312024
320,6,330,6,0.996527777777778,0.021908295281583
,,320,6,0.999305555555556,0.0219159056316591
320,6,,,0.0104166666666667,0.0219463470319635
330,6,320,6,0.0243055555555556,0.021984398782344
000,0,330,6,0.0381944444444444,0.0220224505327245
330,6,000,0,0.0520833333333333,0.022060502283105
320,3,330,6,0.0659722222222222,0.0220985540334855
330,3,320,3,0.0798611111111111,0.0221366057838661
330,3,330,3,0.09375,0.0221746575342466
320,3,330,3,0.107638888888889,0.0222127092846271
000,0,320,3,0.121527777777778,0.0222507610350076
000,0,000,0,0.135416666666667,0.0222888127853881
000,0,000,0,0.149305555555556,0.0223268645357686
000,0,000,0,0.163194444444444,0.0223649162861492
000,0,000,0,0.177083333333333,0.0224029680365297
340,5,000,0,0.190972222222222,0.0224410197869102
330,5,340,5,0.204861111111111,0.0224790715372907
330,5,330,5,0.21875,0.0225171232876712
310,3,330,5,0.232638888888889,0.0225551750380517
320,3,310,3,0.246527777777778,0.0225932267884323
320,6,320,3,0.260416666666667,0.0226312785388128
000,0,320,6,0.274305555555556,0.0226693302891933
330,3,000,0,0.288194444444444,0.0227073820395738
330,3,330,3,0.302083333333333,0.0227454337899543
000,0,330,3,0.315972222222222,0.0227834855403349
000,0,000,0,0.329861111111111,0.0228215372907154
000,0,000,0,0.34375,0.0228595890410959
330,3,000,0,0.357638888888889,0.0228976407914764
000,0,330,3,0.371527777777778,0.0229356925418569
000,0,000,0,0.385416666666667,0.0229737442922374
330,3,000,0,0.399305555555556,0.023011796042618
000,0,330,3,0.413194444444444,0.0230498477929985
300,3,000,0,0.427083333333333,0.023087899543379
320,3,300,3,0.440972222222222,0.0231259512937595
320,3,320,3,0.454861111111111,0.02316400304414
000,0,320,3,0.46875,0.0232020547945205
330,3,000,0,0.482638888888889,0.0232401065449011
320,3,330,3,0.496527777777778,0.0232781582952816
000,0,320,3,0.510416666666667,0.0233162100456621
000,0,000,0,0.524305555555556,0.0233542617960426
000,0,000,0,0.538194444444444,0.0233923135464231
000,0,000,0,0.552083333333333,0.0234303652968037
000,0,000,0,0.565972222222222,0.0234684170471842
190,3,000,0,0.579861111111111,0.0235064687975647
190,5,190,3,0.59375,0.0235445205479452
210,6,190,5,0.607638888888889,0.0235825722983257
200,6,210,6,0.621527777777778,0.0236206240487062
200,6,200,6,0.635416666666667,0.0236586757990868
200,3,200,6,0.649305555555556,0.0236967275494673
210,5,200,3,0.663194444444444,0.0237347792998478
210,3,210,5,0.677083333333333,0.0237728310502283
250,5,210,3,0.690972222222222,0.0238108828006088
220,6,250,5,0.704861111111111,0.0238489345509893
210,3,220,6,0.71875,0.0238869863013699
230,3,210,3,0.732638888888889,0.0239250380517504
220,3,230,3,0.746527777777778,0.0239630898021309
220,3,220,3,0.760416666666667,0.0240011415525114
200,3,220,3,0.774305555555556,0.0240391933028919
190,3,200,3,0.788194444444444,0.0240772450532724
190,6,190,3,0.802083333333333,0.024115296803653
190,6,190,6,0.815972222222222,0.0241533485540335
180,6,190,6,0.829861111111111,0.024191400304414
180,7,180,6,0.84375,0.0242294520547945
190,5,180,7,0.857638888888889,0.024267503805175
180,6,190,5,0.871527777777778,0.0243055555555556
170,5,180,6,0.885416666666667,0.0243436073059361
180,5,170,5,0.899305555555556,0.0243816590563166
190,7,180,5,0.913194444444444,0.0244197108066971
200,6,190,7,0.927083333333333,0.0244577625570776
190,7,200,6,0.940972222222222,0.0244958143074581
190,6,190,7,0.954861111111111,0.0245338660578387
200,6,190,6,0.96875,0.0245719178082192
180,7,200,6,0.982638888888889,0.0246099695585997
190,7,180,7,0.996527777777778,0.0246480213089802
180,7,190,7,0.0104166666666667,0.0246860730593607
190,8,180,7,0.0243055555555556,0.0247241248097412
180,8,190,8,0.0381944444444444,0.0247621765601218
180,7,180,8,0.0520833333333333,0.0248002283105023
170,7,180,7,0.0659722222222222,0.0248382800608828
180,7,170,7,0.0798611111111111,0.0248763318112633
180,8,180,7,0.09375,0.0249143835616438
180,7,180,8,0.107638888888889,0.0249524353120244
180,9,180,7,0.121527777777778,0.0249904870624049
180,8,180,9,0.135416666666667,0.0250285388127854
180,10,180,8,0.149305555555556,0.0250665905631659
180,7,180,10,0.163194444444444,0.0251046423135464
180,11,180,7,0.177083333333333,0.0251426940639269
180,8,180,11,0.190972222222222,0.0251807458143075
180,10,180,8,0.204861111111111,0.025218797564688
180,10,180,10,0.21875,0.0252568493150685
180,10,180,10,0.232638888888889,0.025294901065449
180,8,180,10,0.246527777777778,0.0253329528158295
180,9,180,8,0.260416666666667,0.02537100456621
180,10,180,9,0.274305555555556,0.0254090563165906
180,9,180,10,0.288194444444444,0.0254471080669711
180,10,180,9,0.302083333333333,0.0254851598173516
180,11,180,10,0.315972222222222,0.0255232115677321
180,11,180,11,0.329861111111111,0.0255612633181126
180,11,180,11,0.34375,0.0255993150684931
180,13,180,11,0.357638888888889,0.0256373668188737
180,13,180,13,0.371527777777778,0.0256754185692542
190,15,180,13,0.385416666666667,0.0257134703196347
200,15,190,15,0.399305555555556,0.0257515220700152
200,16,200,15,0.413194444444444,0.0257895738203957
200,17,200,16,0.427083333333333,0.0258276255707763
200,17,200,17,0.440972222222222,0.0258656773211568
200,16,200,17,0.454861111111111,0.0259037290715373
200,15,200,16,0.46875,0.0259417808219178
200,16,200,15,0.482638888888889,0.0259798325722983
210,18,200,16,0.496527777777778,0.0260178843226788
210,18,210,18,0.510416666666667,0.0260559360730594
220,17,210,18,0.524305555555556,0.0260939878234399
220,21,220,17,0.538194444444444,0.0261320395738204
210,16,220,21,0.552083333333333,0.0261700913242009
210,15,210,16,0.565972222222222,0.0262081430745814
210,16,210,15,0.579861111111111,0.0262461948249619
220,17,210,16,0.59375,0.0262842465753425
220,14,220,17,0.607638888888889,0.026322298325723
210,10,220,14,0.61875,0.0263527397260274
200,10,210,10,0.635416666666667,0.026398401826484
230,11,200,10,0.649305555555556,0.0264364535768645
220,11,230,11,0.663194444444444,0.0264745053272451
220,8,220,11,0.677083333333333,0.0265125570776256
220,9,220,8,0.690972222222222,0.0265506088280061
220,7,220,9,0.704861111111111,0.0265886605783866
230,7,220,7,0.71875,0.0266267123287671
230,5,230,7,0.732638888888889,0.0266647640791476
220,6,230,5,0.746527777777778,0.0267028158295282
220,6,220,6,0.760416666666667,0.0267408675799087
230,6,220,6,0.774305555555556,0.0267789193302892
240,6,230,6,0.788194444444444,0.0268169710806697
240,3,240,6,0.802083333333333,0.0268550228310502
240,3,240,3,0.815972222222222,0.0268930745814307
000,0,240,3,0.829861111111111,0.0269311263318113
000,0,000,0,0.84375,0.0269691780821918
000,0,000,0,0.857638888888889,0.0270072298325723
290,5,000,0,0.871527777777778,0.0270452815829528
300,9,290,5,0.885416666666667,0.0270833333333333
320,11,300,9,0.899305555555556,0.0271213850837138
330,11,320,11,0.913194444444444,0.0271594368340944
330,10,330,11,0.927083333333333,0.0271974885844749
330,9,330,10,0.940972222222222,0.0272355403348554
330,10,330,9,0.954861111111111,0.0272735920852359
330,10,330,10,0.96875,0.0273116438356164
320,9,330,10,0.982638888888889,0.027349695585997
320,9,320,9,0.996527777777778,0.0273877473363775
,,320,9,0.999305555555556,0.0273953576864536
330,11,,,0.0104166666666667,0.027425799086758
320,11,330,11,0.0243055555555556,0.0274638508371385
330,11,320,11,0.0381944444444444,0.027501902587519
330,11,330,11,0.0520833333333333,0.0275399543378995
320,11,330,11,0.0659722222222222,0.0275780060882801
320,10,320,11,0.0798611111111111,0.0276160578386606
330,11,320,10,0.09375,0.0276541095890411
330,13,330,11,0.107638888888889,0.0276921613394216
330,13,330,13,0.121527777777778,0.0277302130898021
330,14,330,13,0.135416666666667,0.0277682648401826
340,13,330,14,0.149305555555556,0.0278063165905632
340,14,340,13,0.163194444444444,0.0278443683409437
340,11,340,14,0.177083333333333,0.0278824200913242
340,11,340,11,0.190972222222222,0.0279204718417047
340,11,340,11,0.204861111111111,0.0279585235920852
340,13,340,11,0.21875,0.0279965753424658
330,14,340,13,0.232638888888889,0.0280346270928463
340,11,330,14,0.246527777777778,0.0280726788432268
340,9,340,11,0.260416666666667,0.0281107305936073
330,10,340,9,0.274305555555556,0.0281487823439878
330,9,330,10,0.288194444444444,0.0281868340943683
330,10,330,9,0.302083333333333,0.0282248858447489
340,9,330,10,0.315972222222222,0.0282629375951294
340,6,340,9,0.329861111111111,0.0283009893455099
340,7,340,6,0.34375,0.0283390410958904
340,6,340,7,0.357638888888889,0.0283770928462709
320,7,340,6,0.371527777777778,0.0284151445966514
330,7,320,7,0.385416666666667,0.028453196347032
340,10,330,7,0.399305555555556,0.0284912480974125
350,11,340,10,0.413194444444444,0.028529299847793
320,11,350,11,0.427083333333333,0.0285673515981735
310,9,320,11,0.440972222222222,0.028605403348554
330,13,310,9,0.454861111111111,0.0286434550989345
320,9,330,13,0.46875,0.0286815068493151
350,7,320,9,0.482638888888889,0.0287195585996956
330,7,350,7,0.496527777777778,0.0287576103500761
360,8,330,7,0.510416666666667,0.0287956621004566
350,10,360,8,0.524305555555556,0.0288337138508371
350,10,350,10,0.538194444444444,0.0288717656012177
330,11,350,10,0.552083333333333,0.0289098173515982
340,11,330,11,0.565972222222222,0.0289478691019787
330,10,340,11,0.579861111111111,0.0289859208523592
340,13,330,10,0.59375,0.0290239726027397
350,13,340,13,0.607638888888889,0.0290620243531202
320,9,350,13,0.621527777777778,0.0291000761035008
330,9,320,9,0.635416666666667,0.0291381278538813
310,9,330,9,0.649305555555556,0.0291761796042618
320,9,310,9,0.663194444444444,0.0292142313546423
310,10,320,9,0.677083333333333,0.0292522831050228
320,8,310,10,0.690972222222222,0.0292903348554034
310,10,320,8,0.704861111111111,0.0293283866057839
340,5,310,10,0.71875,0.0293664383561644
310,6,340,5,0.732638888888889,0.0294044901065449
310,6,310,6,0.746527777777778,0.0294425418569254
330,6,310,6,0.760416666666667,0.0294805936073059
310,5,330,6,0.774305555555556,0.0295186453576865
320,7,310,5,0.788194444444444,0.029556697108067
330,6,320,7,0.802083333333333,0.0295947488584475
330,5,330,6,0.815972222222222,0.029632800608828
360,6,330,5,0.829861111111111,0.0296708523592085
020,5,360,6,0.84375,0.029708904109589
000,0,020,5,0.857638888888889,0.0297469558599696
320,3,000,0,0.871527777777778,0.0297850076103501
300,5,320,3,0.885416666666667,0.0298230593607306
000,0,300,5,0.899305555555556,0.0298611111111111
330,5,000,0,0.913194444444444,0.0298991628614916
000,0,330,5,0.927083333333333,0.0299372146118721
330,5,000,0,0.940972222222222,0.0299752663622527
000,0,330,5,0.954861111111111,0.0300133181126332
000,0,000,0,0.96875,0.0300513698630137
000,0,000,0,0.982638888888889,0.0300894216133942
000,0,000,0,0.996527777777778,0.0301274733637747
,,000,0,0.999305555555556,0.0301350837138508
000,0,,,0.0104166666666667,0.0301655251141552
000,0,000,0,0.0243055555555556,0.0302035768645358
000,0,000,0,0.0381944444444444,0.0302416286149163
000,0,000,0,0.0520833333333333,0.0302796803652968
000,0,000,0,0.0659722222222222,0.0303177321156773
000,0,000,0,0.0798611111111111,0.0303557838660578
000,0,000,0,0.09375,0.0303938356164384
000,0,000,0,0.107638888888889,0.0304318873668189
000,0,000,0,0.121527777777778,0.0304699391171994
000,0,000,0,0.135416666666667,0.0305079908675799
000,0,000,0,0.149305555555556,0.0305460426179604
000,0,000,0,0.163194444444444,0.0305840943683409
000,0,000,0,0.177083333333333,0.0306221461187215
000,0,000,0,0.190972222222222,0.030660197869102
000,0,000,0,0.204861111111111,0.0306982496194825
000,0,000,0,0.21875,0.030736301369863
000,0,000,0,0.232638888888889,0.0307743531202435
000,0,000,0,0.246527777777778,0.0308124048706241
000,0,000,0,0.260416666666667,0.0308504566210046
180,5,000,0,0.274305555555556,0.0308885083713851
190,7,180,5,0.288194444444444,0.0309265601217656
190,8,190,7,0.302083333333333,0.0309646118721461
190,8,190,8,0.315972222222222,0.0310026636225266
200,10,190,8,0.329861111111111,0.0310407153729072
200,10,200,10,0.34375,0.0310787671232877
200,9,200,10,0.357638888888889,0.0311168188736682
200,8,200,9,0.371527777777778,0.0311548706240487
200,9,200,8,0.385416666666667,0.0311929223744292
200,11,200,9,0.399305555555556,0.0312309741248097
200,13,200,11,0.413194444444444,0.0312690258751903
190,11,200,13,0.427083333333333,0.0313070776255708
200,11,190,11,0.440972222222222,0.0313451293759513
200,10,200,11,0.454861111111111,0.0313831811263318
190,13,200,10,0.46875,0.0314212328767123
190,16,190,13,0.482638888888889,0.0314592846270928
190,15,190,16,0.496527777777778,0.0314973363774734
180,16,190,15,0.510416666666667,0.0315353881278539
180,17,180,16,0.524305555555556,0.0315734398782344
180,15,180,17,0.538194444444444,0.0316114916286149
190,16,180,15,0.552083333333333,0.0316495433789954
190,18,190,16,0.565972222222222,0.031687595129376
180,15,190,18,0.579861111111111,0.0317256468797565
180,17,180,15,0.593055555555556,0.031761796042618
180,15,180,17,0.607638888888889,0.0318017503805175
180,14,180,15,0.621527777777778,0.031839802130898
180,16,180,14,0.635416666666667,0.0318778538812785
180,14,180,16,0.649305555555556,0.0319159056316591
180,14,180,14,0.663194444444444,0.0319539573820396
180,14,180,14,0.677083333333333,0.0319920091324201
170,13,180,14,0.690972222222222,0.0320300608828006
180,15,170,13,0.704861111111111,0.0320681126331811
180,16,180,15,0.71875,0.0321061643835616
170,15,180,16,0.732638888888889,0.0321442161339422
180,16,170,15,0.746527777777778,0.0321822678843227
180,16,180,16,0.760416666666667,0.0322203196347032
170,16,180,16,0.774305555555556,0.0322583713850837
180,15,170,16,0.788194444444444,0.0322964231354642
180,16,180,15,0.802083333333333,0.0323344748858447
170,16,180,16,0.815972222222222,0.0323725266362253
180,16,170,16,0.829861111111111,0.0324105783866058
180,15,180,16,0.84375,0.0324486301369863
180,11,180,15,0.857638888888889,0.0324866818873668
190,15,180,11,0.871527777777778,0.0325247336377473
200,14,190,15,0.885416666666667,0.0325627853881279
190,15,200,14,0.899305555555556,0.0326008371385084
200,16,190,15,0.913194444444444,0.0326388888888889
190,15,200,16,0.927083333333333,0.0326769406392694
190,16,190,15,0.940972222222222,0.0327149923896499
190,15,190,16,0.954861111111111,0.0327530441400304
190,15,190,15,0.96875,0.032791095890411
200,13,190,15,0.982638888888889,0.0328291476407915
190,14,200,13,0.996527777777778,0.032867199391172
,,190,14,0.999305555555556,0.0328748097412481
200,13,,,0.0104166666666667,0.0329052511415525
200,13,200,13,0.0243055555555556,0.032943302891933
200,11,200,13,0.0381944444444444,0.0329813546423135
200,9,200,11,0.0520833333333333,0.0330194063926941
200,11,200,9,0.0659722222222222,0.0330574581430746
200,9,200,11,0.0798611111111111,0.0330955098934551
190,9,200,9,0.09375,0.0331335616438356
190,10,190,9,0.107638888888889,0.0331716133942161
190,10,190,10,0.121527777777778,0.0332096651445967
190,11,190,10,0.135416666666667,0.0332477168949772
190,11,190,11,0.149305555555556,0.0332857686453577
180,11,190,11,0.163194444444444,0.0333238203957382
180,9,180,11,0.177083333333333,0.0333618721461187
180,10,180,9,0.190972222222222,0.0333999238964992
180,8,180,10,0.204861111111111,0.0334379756468798
170,9,180,8,0.21875,0.0334760273972603
170,8,170,9,0.232638888888889,0.0335140791476408
170,9,170,8,0.246527777777778,0.0335521308980213
170,7,170,9,0.260416666666667,0.0335901826484018
170,7,170,7,0.274305555555556,0.0336282343987823
160,7,170,7,0.288194444444444,0.0336662861491629
160,7,160,7,0.302083333333333,0.0337043378995434
170,7,160,7,0.315972222222222,0.0337423896499239
170,6,170,7,0.329861111111111,0.0337804414003044
180,7,170,6,0.34375,0.0338184931506849
170,8,180,7,0.357638888888889,0.0338565449010654
170,9,170,8,0.371527777777778,0.033894596651446
170,9,170,9,0.385416666666667,0.0339326484018265
180,11,170,9,0.399305555555556,0.033970700152207
180,9,180,11,0.413194444444444,0.0340087519025875
180,9,180,9,0.427083333333333,0.034046803652968
